Codice,Varieta,Codice del clone,Nome del clone,Data di approvazione,Costitutore,Sinonimi,Annotazioni,Gazzetta ufficiale,Data G.U.
221,SAUVIGNON B.,005,I - ISV-F 3,1990-06-21,1/23,,,G.U. 199,1990-08-27
221,SAUVIGNON B.,006,I - ISV-F 5,1990-06-21,1/23,,,G.U. 199,1990-08-27
221,SAUVIGNON B.,007,I - PC-SAU 3,1988-12-14,16,,,G.U. 199,1990-08-27
221,SAUVIGNON B.,008,I - PC-SAU 8,1988-12-14,16,,,G.U. 199,1990-08-27
221,SAUVIGNON B.,009,I - PC-SAU 10,1988-12-14,16,,,G.U. 199,1990-08-27
221,SAUVIGNON B.,010,I - LB 36,2003-07-09,5,,,G.U. 241,2003-10-16
221,SAUVIGNON B.,011,I - LB 50,2003-07-09,5,,,G.U. 241,2003-10-16
221,SAUVIGNON B.,012,I - VCR 328,2009-01-12,2,,,G.U. 93,2009-04-22
221,SAUVIGNON B.,013,I - CRAVIT-ERSA FVG 190,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,014,I - CRAVIT-ERSA FVG 191,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,015,I - CRAVIT-ERSA FVG 192,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,016,I - CRAVIT-ERSA FVG 193,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,017,I - CRAVIT-ERSA FVG 194,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,018,I - CRAVIT-ERSA FVG 195,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,019,I - CRAVIT-ERSA FVG 196,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,020,I - CRAVIT-ERSA FVG 197,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,021,I - CRAVIT-ERSA FVG 198,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,022,I - CRAVIT-ERSA FVG 199,2009-03-27,23/1,,,G.U. 146,2009-06-26
221,SAUVIGNON B.,023,I - Enotria 565,2018-05-30,59,,,G.U. 133,2018-06-11
221,SAUVIGNON B.,024,I - Enotria 676,2018-05-30,59,,,G.U.  133,2018-06-11
221,SAUVIGNON B.,025,I - VCR 78,2020-06-09,2,,,G.U. 152,2020-06-17
221,SAUVIGNON B.,026,I - VCR186,2020-06-09,2,,,G.U. 152,2020-06-17
221,SAUVIGNON B.,027,I - VCR 237,2020-06-09,2,,,G.U. 152,2020-06-17
221,SAUVIGNON B.,028,I - VCR 381,2020-06-09,2,,,G.U. 152,2020-06-17
221,SAUVIGNON B.,029,I - VCR 451,2020-06-09,2,,,G.U. 152,2020-06-17
222,SCHIAVA GENTILE N.,,,1970-05-25,,"SCHIAVA*, VERNATSCH**, KLEINVERNATSCH**, MITTERVERNATSCH**",* Ai soli fini della designazione ** Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano,G.U. 149,1970-06-17
222,SCHIAVA GENTILE N.,001,I - RAUSCEDO 1,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
223,SCHIAVA GRIGIA N.,,,1970-05-25,,"SCHIAVA*, VERNATSCH**, GRAUVERNATSCH **",* Ai soli fini della designazione ** Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano,G.U. 149,1970-06-17
224,SCHIAVA N.,,,1970-05-25,,(419) ERBANNO N.,,G.U. 149,1970-06-17
224,SCHIAVA N.,001,I - BS - S10,1990-08-31,7/33,,,G.U. 242,1991-10-15
224,SCHIAVA N.,002,I - BS - S12,1990-08-31,7/33,,,G.U. 242,1991-10-15
225,SCIASCINOSO N.,,,1970-05-25,,,,G.U. 149,1970-06-17
226,SEMIDANO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
227,SEMILLON B.,,,1970-05-25,,,,G.U. 149,1970-06-17
228,SGAVETTA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
229,SUSUMANIELLO N.,,,1974-04-17,,SUSSUMARIELLO,,Reg. CEE 925/74 in G.U.C.E. L 111,1974-04-24
229,SUSUMANIELLO N.,001,I - CRSA - Regione Puglia D 86,2010-05-28,66/71/11/80,,,G. U. 189,2010-08-14
229,SUSUMANIELLO N.,002,I - CRSFA - Regione Puglia E294,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
230,SYLVANER VERDE B.,,,1970-05-25,,"GRUNER SYLVANER** ; SILVANER* , SYLVANER*",* Ai soli fini della designazione ** Ai soli fini della designazione dei vini provenienti da uve raccolte nella provincia di Bolzano,G.U. 149,1970-06-17
231,SYRAH N.,,,1970-05-25,,SHIRAZ,,G.U. 149,1970-06-17
231,SYRAH N.,001,I - ISV - R1,2003-07-09,1/2,,,G.U. 241,2003-10-16
231,SYRAH N.,002,I - CRAVIT - ERSA FVG 410,2010-05-28,23/1,,,G. U. 189,2010-08-14
231,SYRAH N.,003,I - VCR 246,2015-12-30,2,,,G.U. 16,2016-01-21
231,SYRAH N.,004,I - VCR 261,2015-12-30,2,,,G.U. 16,2016-01-21
231,SYRAH N.,005,I - AMPELOS DGV 12,2019-05-23,60/65/111/112,,,G.U. 132,2019-06-07
232,TEROLDEGO N.,,,1970-05-25,,,,G.U. 149,1970-06-17
232,TEROLDEGO N.,001,I - SMA 133,1978-10-24,6,,,G.U. 323,1978-11-18
232,TEROLDEGO N.,002,I - SMA 138,1978-10-24,6,,,G.U. 323,1978-11-18
232,TEROLDEGO N.,003,I - SMA 145,1990-06-25,6,,,G.U. 199,1990-08-27
232,TEROLDEGO N.,004,I - SMA 146,1990-06-25,6,,,G.U. 199,1990-08-27
232,TEROLDEGO N.,005,I - SMA 152,1992-10-30,6,,,G.U. 286,1992-12-04
232,TEROLDEGO N.,006,I - ISMA,2011-04-22,6/86,,,G. U. 170,2011-07-23
232,TEROLDEGO N.,007,I - VCR 139,2013-07-10,2,,,G. U. 186,2013-08-09
233,TERRANO N.,,,1970-05-25,,"CAGNINA, TERAN, LAMBRUSCO DAL PEDUNCOLO ROSSO, REFO?K",,G.U. 149,1970-06-17
233,TERRANO N.,001,I - ISV-F2,1990-08-31,1/23,,,G.U. 242,1991-10-15
233,TERRANO N.,002,I - ERSA FVG 440,2005-06-09,23,,,G.U. 210,2005-09-09
233,TERRANO N.,003,I - CAB 29,2009-01-12,8/34/60,,,G.U. 93,2009-04-22
233,TERRANO N.,004,I - CAB 40,2009-01-12,8/34/60,,,G.U. 93,2009-04-22
233,TERRANO N.,005,I - VCR 65,2023-06-19,2,,,G.U. 170,2023-07-22
233,TERRANO N.,006,I - VCR 66,2023-06-19,2,,,G.U. 170,2023-07-22
234,TIMORASSO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
234,TIMORASSO B.,001,I - CVT 13,2015-12-30,12/76,,,G.U. 16,2016-01-21
234,TIMORASSO B.,002,I - CVT 31,2015-12-30,12/76,,,G.U. 16,2016-01-21
235,TOCAI FRIULANO B.,,,1970-05-25,,"FRIULANO*, TAI**, TUCHI'***","* Ai soli fini della designazione dei V.Q.P.R.D. provenienti dalle uve raccolte nella regione Friuli Venezia Giulia. ** Ai soli fini della designazione dei V.Q.P.R.D. e I.G.T. provenienti dalle uve raccolte nella regione Veneto
*** Ai soli fini della designazione dei vini DOP e IGP provenienti dalle uve raccolte nella Regione Lombardia.",G.U. 149,1970-06-17
235,TOCAI FRIULANO B.,001,I - RAUSCEDO 5,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
235,TOCAI FRIULANO B.,002,I - RAUSCEDO 14,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
235,TOCAI FRIULANO B.,003,I - FEDIT 19 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
235,TOCAI FRIULANO B.,004,I - ISV-F 3,1990-06-21,1/23,,,G.U. 199,1990-08-27
235,TOCAI FRIULANO B.,005,I - ISV-F 6,1990-06-21,1/23,,,G.U. 199,1990-08-27
235,TOCAI FRIULANO B.,006,I - ISV-F 8,1990-06-21,1/23,,,G.U. 199,1990-08-27
235,TOCAI FRIULANO B.,008,I - VCR 9,1992-11-14,2,,,G.U. 289,1992-12-09
235,TOCAI FRIULANO B.,009,I - VCR 100,2001-11-06,2,,,G.U. 297,2001-12-22
235,TOCAI FRIULANO B.,010,I - VCR 33,2002-11-27,2,,,G.U. 19,2003-01-24
235,TOCAI FRIULANO B.,011,I - ERSA FVG 200,2007-01-09,23,,,G.U. 38,2007-02-15
235,TOCAI FRIULANO B.,012,I - ERSA FVG 201,2007-01-09,23,,,G.U. 38,2007-02-15
235,TOCAI FRIULANO B.,013,I - CRAVIT-ERSA FVG 202,2009-03-27,23/1,,,G.U. 146,2009-06-26
235,TOCAI FRIULANO B.,014,I - CRAVIT-ERSA FVG 203,2009-03-27,23/1,,,G.U. 146,2009-06-26
235,TOCAI FRIULANO B.,015,I - VITIS 11,2014-10-20,58,,,G.U. 258,2014-06-11
235,TOCAI FRIULANO B.,016,I - VITIS 13,2014-10-20,58,,,G.U. 258,2014-06-11
235,TOCAI FRIULANO B.,017,I - VCR 456,2015-12-30,2,,,G.U. 16,2016-01-21
235,"TOCAI FRIULANO B,",018,I - VCR 73,2023-06-19,2,,,G.U. 170,2023-07-22
236,TOCAI ROSSO N.,,,1970-05-25,,"(10) ALICANTE N., (51) CANNONAU N., CANNONAO , GARNACHA TINTA, GRANACCIA, GRENACHE, TAI ROSSO*",* Ai soli fini della designazione dei V.Q.P.R.D. e I.G.T. provenienti dalle uve raccolte nella regione Veneto.,G.U. 149,1970-06-17
236,TOCAI ROSSO N.,001,I - FEDIT 14 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
236,TOCAI ROSSO N.,002,I - ISV - C VI 2,1990-07-18,1/18,,,G.U. 199,1990-08-27
236,TOCAI ROSSO N.,003,I - ISV - C VI 3,1990-07-18,1/18,,,G.U. 199,1990-08-27
236,TOCAI ROSSO N.,004,I - ISV - C VI 17,1990-07-18,1/18,,,G.U. 199,1990-08-27
236,TOCAI ROSSO N.,005,I - VCR 3,1992-11-14,2,,,G.U. 289,1992-12-09
237,TORBATO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
238,TRAMINER AROMATICO Rs.,,,1970-05-25,,GEWURZTRAMINER *,* Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano,G.U. 149,1970-06-17
238,TRAMINER AROMATICO Rs.,001,I - RAUSCEDO 1,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
238,TRAMINER AROMATICO Rs.,002,I - LB 14,1981-11-04,5,,,G.U. 334,1981-12-04
238,TRAMINER AROMATICO Rs.,003,I - LB 20,1981-11-04,5,,,G.U. 334,1981-12-04
238,TRAMINER AROMATICO Rs.,004,I - VCR 6,1996-11-19,2,,,G.U. 291,1996-12-12
238,TRAMINER AROMATICO Rs.,005,I - ISMA 916,2001-11-06,6,,,G.U. 297,2001-12-22
238,TRAMINER AROMATICO Rs.,006,I - ISMA 918,2001-11-06,6,,,G.U. 297,2001-12-22
238,TRAMINER AROMATICO Rs.,007,I - CRAVIT - ERSA FVG 210,2010-05-28,23/1,,,G. U. 189,2010-08-14
238,TRAMINER AROMATICO Rs.,008,I - CRAVIT - ERSA FVG 212,2010-05-28,23/1,,,G. U. 189,2010-08-14
238,TRAMINER AROMATICO Rs.,009,I - ISMA,2011-04-22,6/86,,,G. U. 170,2011-07-23
238,TRAMINER AROMATICO Rs.,010,I - ISMA,2011-04-22,6/86,,,G. U. 170,2011-07-23
238,TRAMINER AROMATICO Rs.,011,I - Ampelos VCP 6,2012-03-23,68/60,,,G. U. 137,2012-06-14
238,TRAMINER AROMATICO Rs.,012,I - VCR 384,2023-06-19,2,,,G.U. 170,2023-07-22
238,TRAMINER AROMATICO Rs.,013,I - VCR 388,2023-06-19,2,,,G.U. 170,2023-07-22
239,TREBBIANO DI SOAVE B.,,,1970-05-25,,"(254) VERDICCHIO BIANCO B., TURBIANA , TREBBIANO DI LUGANA",,G.U. 149,1970-06-17
239,TREBBIANO DI SOAVE B.,001,I - RAUSCEDO 1,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
239,TREBBIANO DI SOAVE B.,002,I - ERPT - 155,1996-10-09,7/29/33,,,G.U. 258,1996-11-04
239,TREBBIANO DI SOAVE B.,003,I - Ampelos CNT 1,2014-10-20,78-60,,,G.U. 258,2014-06-11
239,TREBBIANO DI SOAVE B.,004,I - Ampelos CNT 6,2014-10-20,78-60,,,G.U. 258,2014-06-11
239,TREBBIANO DI SOAVE B.,005,I - VITIVER 1,2014-10-20,98-99,,,G.U. 258,2014-06-11
239,TREBBIANO DI SOAVE B.,006,I - 37 VITIVER,2018-02-02,98,,,G.U. 39,2018-02-16
239,TREBBIANO DI SOAVE B.,007,I - Turbiana-CTL-1,2021-02-10,78/114,,,G.U. 43,2021-02-20
239,TREBBIANO DI SOAVE  B.,008,I - Turbiana-CTL-3,2021-02-10,78/114,,,G.U. 43,2021-02-20
239,TREBBIANO DI SOAVE  B.,009,I - Turbiana-CTL-5,2021-02-10,78/114,,,G.U. 43,2021-02-20
239,TREBBIANO DI SOAVE B.,010,I - Turbiana CTL-30,2023-01-30,114,,,G.U. 46,2023-02-23
239,"TREBBIANO DI SOAVE B,",011,I - Turbiana CTL-31,2023-01-30,114,,,G.U. 46,2023-02-23
239,TREBBIANO DI SOAVE B.,012,I - Turbiana CTL-35,2023-01-30,114,,,G.U. 46,2023-02-23
240,TREBBIANO GIALLO B.,,,1970-05-25,,"ROSSETTO, TREBBIANO*",* Ai soli fini della designazione,G.U. 149,1970-06-17
241,TREBBIANO MODENESE B.,,,1971-03-22,,,,G.U. 98,1971-04-24
241,TREBBIANO MODENESE B.,001,I - CAB 1,2011-04-22,8/34,,,G. U. 170,2011-07-23
242,TREBBIANO ROMAGNOLO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
242,TREBBIANO ROMAGNOLO B.,001,I - RAUSCEDO 5,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
242,TREBBIANO ROMAGNOLO B.,002,I - TR 3 T,1976-02-02,8,,,G.U. 136,1976-05-24
242,TREBBIANO ROMAGNOLO B.,003,I - TR 8 T,1976-02-02,8,,,G.U. 136,1976-05-24
242,TREBBIANO ROMAGNOLO B.,004,I - TR 12 T,1976-02-02,8,,,G.U. 136,1976-05-24
242,TREBBIANO ROMAGNOLO B.,005,I - Ampelos DGV 4,2012-03-23,65/60,,,G. U. 137,2012-06-14
242,TREBBIANO ROMAGNOLO B.,006,I - Ampelos DGV 6,2012-03-23,65/60,,,G. U. 137,2012-06-14
242,TREBBIANO ROMAGNOLO B.,007,I - VCR 424,2013-07-10,2,,,G. U. 186,2013-08-09
242,TREBBIANO ROMAGNOLO B.,008,I - VCR 429,2013-07-10,2,,,G. U. 186,2013-08-09
242,TREBBIANO ROMAGNOLO B.,009,I - VCR 436,2013-07-10,2,,,G. U. 186,2013-08-09
242,TREBBIANO ROMAGNOLO B.,010,I - Vitis10,2023-01-30,58,,,G.U. 46,2023-02-23
242,TREBBIANO ROMAGNOLO B.,011,I- - Vitis30,2023-01-30,58,,,G.U. 46,2023-02-23
243,TREBBIANO SPOLETINO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
243,TREBBIANO SPOLETINO B.,001,I - 1 ISV - ICA PG,2002-11-27,1/26/46,,,G.U. 19,2003-01-24
244,TREBBIANO TOSCANO B.,,,1970-05-25,,"(025) BIANCAME B., PROCANICO, UGNI BLANC *","* Ai soli fini della designazione, per l'esportazione o la spedizione verso altri Stati membri",G.U. 149,1970-06-17
244,TREBBIANO TOSCANO B.,001,I - RAUSCEDO 4,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
244,TREBBIANO TOSCANO B.,002,I - SANTA LUCIA 30,1976-02-04,9,,,G.U. 136,1976-05-24
244,TREBBIANO TOSCANO B.,003,I - T - N - 8,1978-10-24,15,,,G.U. 323,1978-11-18
244,TREBBIANO TOSCANO B.,004,I - CSV - AP TR 1,1990-06-21,13,,,G.U. 196,1990-08-23
244,TREBBIANO TOSCANO B.,005,I - CSV - AP TR 2,1990-06-21,13,,,G.U. 196,1990-08-23
244,TREBBIANO TOSCANO B.,006,I - FEDIT 28 - CH,1990-08-31,3,,,G.U. 242,1991-10-15
244,TREBBIANO TOSCANO B.,007,I - FEDIT 29 - CH,1990-08-31,3,,,G.U. 242,1991-10-15
244,TREBBIANO TOSCANO B.,008,I - S. LUCIA 12,1980-10-01,9,,,G.U. 300,1980-10-31
244,TREBBIANO TOSCANO B.,009,I - T 34 ICA - PG,1994-10-26,26,,,G.U. 273,1994-11-22
244,TREBBIANO TOSCANO B.,010,I - VCR 8,1995-03-03,2,,,G.U. 72,1995-03-27
244,TREBBIANO TOSCANO B.,011,I - ARSIAL-CRA 437,2009-03-27,1/63/72,,,G.U. 146,2009-06-26
244,TREBBIANO TOSCANO B.,012,I - ARSIAL-CRA 546,2009-03-27,1/63/72,,,G.U. 146,2009-06-26
244,TREBBIANO TOSCANO B.,013,I - UBA-RA TRT 8,2009-03-27,47/11/73/74,,,G.U. 146,2009-06-26
244,TREBBIANO TOSCANO B.,014,I - TRE VISP,2010-05-28,58/83,,,G. U. 189,2010-08-14
244,TREBBIANO TOSCANO B.,015,I - CRA VIC BC SF7,2011-04-22,82/60/90/91,,,G. U. 170,2011-07-23
244,TREBBIANO TOSCANO B.,016,I - TREB - SCOMAT - AG,2013-07-10,88/89/37,,,G. U. 186,2013-08-09
244,TREBBIANO TOSCANO B.,017,I - TREB - SCOMAT - H,2013-07-10,88/89/37,,,G. U. 186,2013-08-09
244,TREBBIANO TOSCANO B.,018,I - TREB - SCOMAT - R,2013-07-10,88/89/37,,,G. U. 186,2013-08-09
244,TREBBIANO TOSCANO B.,019,I - Ampelos TEA 31,2014-05-15,59/60,,,G.U. 127,2014-06-04
244,TREBBIANO TOSCANO B.,020,I - Ampelos TEA 32,2014-05-15,59/60,,,G.U. 127,2014-06-04
244,TREBBIANO TOSCANO B.,021,I - Ampelos CNT 4,2014-10-20,78-79-60,,,G.U. 258,2014-06-11
244,TREBBIANO TOSCANO B.,022,I - Ampelos CNT 8,2014-10-20,78-79-60,,,G.U. 258,2014-06-11
244,TREBBIANO TOSCANO B.,023,I - 25 Vitiver,2015-12-30,98/99,,,G.U. 16,2016-01-21
244,TREBBIANO TOSCANO B.,024,I - FLV 215,2018-02-02,15-107-9,,,G.U. 39,2018-02-16
244,TREBBIANO TOSCANO B.,025,I - VCR 454,2023-06-19,2,,,G.U. 170,2023-07-22
245,TREVISANA NERA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
246,TURCA N.,,,1970-05-25,,(433) SERBINA N.,,G.U. 149,1970-06-17
247,UVA DI TROIA N.,,,1970-05-25,,"SUMARELLO, SOMMARRELLO, NERO DI TROIA",,G.U. 149,1970-06-17
247,UVA DI TROIA N.,001,I - UBA 49/G,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
247,UVA DI TROIA N.,002,I - UBA 49/M,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
247,UVA DI TROIA N.,003,I - VCR 1,1992-11-14,2,,,G.U. 289,1992-12-09
247,UVA DI TROIA N.,004,I - UBA 52/N,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
247,UVA DI TROIA N.,005,I - UBA 53/N,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
247,UVA DI TROIA N.,006,I - VCR 448,2022-04-12,,,,G.U. 106,2022-05-07
248,UVA RARA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
248,UVA RARA N.,001,I - MI-UR-2,1976-04-29,7,,,G.U. 153,1976-06-11
248,UVA RARA N.,002,I - 6-RA,1990-08-31,7/33,,,G.U. 242,1991-10-15
248,UVA RARA N.,003,I - CVT 10,2007-01-09,12,,,G.U. 38,2007-02-15
248,UVA RARA N.,004,I - CVT 15,2007-01-09,12,,,G.U. 38,2007-02-15
248,UVA RARA N.,005,I - UR2,2014-05-15,16/92,,,G.U. 127,2014-06-04
248,UVA RARA N.,006,I - VCR 363,2021-02-10,2,,,G.U. 43,2021-02-20
248,UVA RARA N.,007,I - VCR 444,2021-02-10,2,,,G.U. 43,2021-02-20
249,UVA TOSCA N.,,,1971-03-22,,,,G.U. 98,1971-04-24
250,VELTLINER B.,,,1971-03-22,,GRUNER VELTLINER,,G.U. 98,1971-04-24
250,VELTLINER B.,001,I - VCR 175,2018-02-02,2,,,G.U. 39,2018-02-16
250,VELTLINER B.,002,I - VCR 233,2018-02-02,2,,,G.U. 39,2018-02-16
251,VERDEA B.,,,1970-05-25,,COLOMBANA BIANCA,,G.U. 149,1970-06-17
251,VERDEA B.,001,I - VCR 115,2009-03-27,2,,,G.U. 146,2009-06-26
252,VERDECA B.,,,1970-05-25,,(179) PAMPANUTO B.,,G.U. 149,1970-06-17
252,VERDECA B.,001,I - UBA 10/B,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
252,VERDECA B.,002,I - UBA 21/A,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
252,VERDECA B.,003,I - UBA 6/A,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
253,VERDELLO B.,,,1971-02-22,,"(254) VERDICCHIO BIANCO B., (297) VERDUSCHIA B.",,G.U. 71,1971-03-22
253,VERDELLO B.,001,I - V 27 ICA - PG,1994-10-26,26,,,G.U. 273,1994-11-22
253,VERDELLO B.,002,I - VCR 1,2004-05-07,2,,,G.U. 242,2004-10-14
254,VERDICCHIO BIANCO B.,,,1970-05-25,,"TREBBIANO DI LUGANA , (239) TREBBIANO DI SOAVE B., (253) VERDELLO B., (297) VERDUSCHIA, PEVERELLA *, TREBBIANO VERDE**",* Limitatamente alla Provincia autonoma di Trento ** Limitatamente alla Regione Lazio,G.U. 149,1970-06-17
254,VERDICCHIO BIANCO B.,001,I - RAUSCEDO 2,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
254,VERDICCHIO BIANCO B.,002,I - CSV - AP VE2,1990-06-21,13,,,G.U. 196,1990-08-23
254,VERDICCHIO BIANCO B.,003,I - CSV - AP VE5,1990-06-21,13,,,G.U. 196,1990-08-23
254,VERDICCHIO BIANCO B.,004,I - VCR 107,1999-01-13,2,,,G.U. 86,1999-04-14
254,VERDICCHIO BIANCO B.,005,I - VCR 28,2002-05-15,2,,,G.U. 165,2002-07-16
254,VERDICCHIO BIANCO B.,006,I - VCR 3,2002-11-27,2,,,G.U. 19,2003-01-24
254,VERDICCHIO BIANCO B.,007,I - 10 ISV,2002-11-27,1,,,G.U. 19,2003-01-24
254,VERDICCHIO BIANCO B.,008,I - UNIMI 1 - CASTELLI DI JESI VLVR 20,2003-07-09,33/48,,,G.U. 241,2003-10-16
254,VERDICCHIO BIANCO B.,009,I - UNIMI 2 - CASTELLI DI JESI VLVR 30,2003-07-09,33/48,,,G.U. 241,2003-10-16
254,VERDICCHIO BIANCO B.,010,I - UNIMI 3 - CASTELLI DI JESI VLVR 50,2003-07-09,33/48,,,G.U. 241,2003-10-16
254,VERDICCHIO BIANCO B.,011,I - ARSIAL-CRA 549,2009-03-27,1/63/72,,,G.U. 146,2009-06-26
254,VERDICCHIO BIANCO B.,012,I - ARSIAL-CRA 553,2009-03-27,1/63/72,,,G.U. 146,2009-06-26
254,VERDICCHIO BIANCO B.,013,I - Ampelos CNT 7,2014-10-20,78-60,,,G.U. 258,2014-11-06
255,VERDISO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
255,VERDISO B.,001,I - ISV - V2,1990-08-31,1,,,G.U. 242,1991-10-15
255,VERDISO B.,002,I - ISV - V 21,1999-03-01,1,,,G.U. 86,1999-04-14
255,VERDISO B.,003,I - VCR 2,2002-05-15,2,,,G.U. 165,2002-07-16
256,VERDUZZO FRIULANO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
256,VERDUZZO FRIULANO B.,001,I - RAUSCEDO 5,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
256,VERDUZZO FRIULANO B.,002,I - ISV - F2,1990-08-31,1/23,,,G.U. 242,1991-10-15
256,VERDUZZO FRIULANO B.,003,I - VCR 2,1994-10-26,2,,,G.U. 273,1994-11-22
256,VERDUZZO FRIULANO B.,004,I - VCR 100,2002-11-27,2,,,G.U. 19,2003-01-24
256,VERDUZZO FRIULANO B.,005,I - VCR 200,2002-11-27,2,,,G.U. 19,2003-01-24
256,VERDUZZO FRIULANO B.,006,I - ERSA FVG 220,2003-07-09,23,,,G.U. 241,2003-10-16
256,VERDUZZO FRIULANO B.,007,I - ERSA FVG 221,2003-07-09,23,,,G.U. 241,2003-10-16
256,VERDUZZO FRIULANO B.,008,I - ERSA FVG 222,2003-07-09,23,,,G.U. 241,2003-10-16
256,VERDUZZO FRIULANO B.,009,I - VCR 303,2005-06-09,2,,,G.U. 210,2005-09-09
256,VERDUZZO FRIULANO B.,010,I - CRAVIT-ERSA FVG 223,2009-03-27,23/1,,,G.U. 146,2009-06-26
256,VERDUZZO FRIULANO B.,011,I - VCR 72,2015-12-30,2,,,G.U. 16,2016-01-21
256,VERDUZZO FRIULANO B.,012,I - VCR 75,2015-12-30,2,,,G.U. 16,2016-01-21
257,VERDUZZO TREVIGIANO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
257,VERDUZZO TREVIGIANO B.,001,I - ISV-V5,1990-08-31,1,,,G.U. 242,1991-10-15
258,VERMENTINO B.,,,1970-05-25,,"(190) PIGATO B., (80) FAVORITA B.",,G.U. 149,1970-06-17
258,VERMENTINO B.,001,I - CAP VS 12,1991-09-23,25,,,G.U. 242,1991-10-15
258,VERMENTINO B.,002,I - VCR 1,1994-10-26,2,,,G.U. 273,1994-11-22
258,VERMENTINO B.,003,I - CAP VS 3,1994-10-26,25,,,G.U. 273,1994-11-22
258,VERMENTINO B.,004,I - CVT 78,2002-11-27,12,,,G.U. 19,2003-01-24
258,VERMENTINO B.,005,I - CVT 84,2002-11-27,12,,,G.U. 19,2003-01-24
258,VERMENTINO B.,006,I - CAPVS 1,2002-11-27,25,,,G.U. 19,2003-01-24
258,VERMENTINO B.,007,I - VCR 12,2004-05-07,2,,,G.U. 242,2004-10-14
258,VERMENTINO B.,008,I - CVT 133,2007-01-09,12,,,G.U. 38,2007-02-15
258,VERMENTINO B.,009,I - CVT 134,2007-09-19,12,,,G.U. 253,2007-10-30
258,VERMENTINO B.,010,I - Sirena 1,2007-09-19,62/9/15/1/6,,,G.U. 253,2007-10-30
258,VERMENTINO B.,011,I - Marem 1,2007-09-19,62/9/15/1/6,,,G.U. 253,2007-10-30
258,VERMENTINO B.,012,I - Marem 3,2007-09-19,62/9/15/1/6,,,G.U. 253,2007-10-30
258,VERMENTINO B.,013,I - Sileno 1,2007-09-19,62/9/15/1/6,,,G.U. 253,2007-10-30
258,VERMENTINO B.,014,I - Sileno 3,2007-09-19,62/9/15/1/6,,,G.U. 253,2007-10-30
258,VERMENTINO B.,015,I - CVT 10,2010-05-28,12/76/70/34,,,G. U. 189,2010-08-14
258,VERMENTINO B.,016,I - CRA VIC LOR 5,2011-04-22,82/60/90/91,,,G. U. 170,2011-07-23
258,VERMENTINO B.,017,I - VR-CDO-2,2012-03-23,50/87/9/15/37,,,G. U. 137,2012-06-14
258,VERMENTINO B.,018,I - VR-CDO-5,2012-03-23,50/87/9/15/37,,,G. U. 137,2012-06-14
258,VERMENTINO B.,019,I - VITIS 15,2014-10-20,58,,,G.U. 258,2014-06-11
